-2.153149078311758780e-01,1.011104443510229961e-01,1.464429698096616703e-03,-3.590492597310804279e-02,1.767185817572414826e-03,-1.251772130232416680e-01,2.120500526530678387e-01,-3.257007812271288105e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.096723394119401340e-01,-1.812262342737847864e-01,-2.701039873497728117e-01,-3.864596728680111393e-02,2.334180854836042512e-02,-1.086181040599486919e-01,1.534197789517906807e-01,2.046005643856667333e-01,3.069562405090278112e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.318771421840522845e-02,-1.242622877238280105e-02,-3.287650948923980659e-02,-1.963328464829912079e-01,3.031802653975948850e-02,2.425689739042156609e-02,-8.408246960548593218e-02,-1.490597923509128508e-01,2.166472137486124827e-01,2.183719460759827591e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.586952553527774978e-02,-9.091530875246539578e-02,1.475285458333265853e-01,-2.373945061625635233e-01,-2.412488162760417776e-01,-4.374395083416909857e-02,2.279156687641330920e-02,1.490933379776534931e-03,8.200462717403524116e-03,-2.184351963610425551e-01,-7.083486552740225935e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.594427191978102787e-02,-7.088894987014544846e-02,1.079846025193447467e-01,-1.518096308086295254e-01,2.453378133298493857e-01,1.959355180273545938e-01,-5.743884706033452504e-04,-2.089346552527280437e-02,3.566227608087463308e-02,-1.402004059268634750e-01,7.819709427046124539e-02,-2.942499483633185253e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.882041335758689394e-03,1.864518239717363052e-02,-1.603018904045308210e-02,-1.851984035469235804e-02,-3.831235808967932421e-02,-1.123446104026363940e-01,-3.477711284757902255e-01,-2.878845503129350697e-02,3.693857458305824931e-02,6.617510016012484453e-02,9.168755689657448471e-02,-4.029515971344044267e-02,-1.919929409539251064e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.104009894616390514e-01,-2.061815061108461800e-01,3.541263312843508787e-02,-4.673908244715330174e-02,8.059682209224042215e-02,-6.757740936199860271e-02,2.802999008959260879e-03,7.581919393283408082e-02,-2.102176095558774740e-03,-6.121661640039303964e-02,-8.123698075487883682e-03,9.260717627178234601e-02,-2.181897198835842933e-01,-2.622103082805195967e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.908724394439698036e-03,6.405077491091204500e-02,8.277978596079763052e-02,-1.608249778548984099e-02,3.968240550445811116e-02,-8.696977284547763656e-03,-4.073680504283996862e-02,-9.362641515820446791e-02,-1.256811476960497942e-01,2.692402572677657022e-02,3.563465654868865767e-02,-1.759888914373348989e-02,9.163184123544240722e-02,8.431005721525680618e-02,-1.177760006408964805e-01,0.000000000000000000e+00
-7.427216183717044728e-02,-9.662024729235864362e-02,1.346922060613132133e-01,1.696140789380278513e-01,-3.052536499252658450e-02,4.062120096907603090e-02,-2.681450040576195681e-02,-1.310709420387602860e-02,9.877493021432674422e-03,-1.930534540711996427e-01,-4.610779655838551094e-02,-3.616374253994422000e-02,1.268478142313006485e-02,-1.402570287565893525e-01,8.468874604566642428e-02,-1.693735821607361969e-01
-8.270720416667014328e-04,2.349703247415710003e-02,-1.764210615704640134e-02,-3.543078745971710297e-02,5.526677402959960517e-02,2.135820200663994875e-02,-4.747144747487726246e-02,-7.613357040185898816e-02,1.085169481618293574e-01,-5.522818070894542491e-02,-1.960065320962726954e-01,5.255266283888609252e-02,-1.038677445626689649e-01,5.129792756619544480e-02,-2.143639729766559920e-01,2.991597730605140559e-01
